id,year,prev_sents,sentence,next_sents,Label,category
32044,1988,"Entschließung zum Gesetz zur steuerlichen Begünstigung von Zuwendungen an unabhängige Wählervereinigungen:   Der Bundesrat hält es für erforderlich, daß entsprechend der Handhabung bei den Parteien den Finanzämtern jeweils rechtzeitig vor der Einkommen- und Körperschaftsteuerveranlagung ein Verzeichnis der für den Veranlagungszeitraum zum Abzug berechtigten unabhängigen Wählervereinigungen zur Verfügung gestellt wird.
 Die Finanzämter wären im einzelnen Besteuerungsfall häufig kaum oder nur mit unverhältnismäßigem Aufwand in der Lage festzustellen, ob ein Verein die Voraussetzungen des steuerwirksamen Spenden- und Beitragsabzugs erfüllt.
 Da die Zahl der einschlägigen Vereine zudem sehr groß sein dürfte, kann die ordnungsgemäße Besteuerung nur gewährleistet werden, wenn den Finanzämtern rechtzeitig ein Verzeichnis aller berechtigten Vereine zur Verfügung gestellt wird.
 Dies sollte im Verwaltungswege möglichst einheitlich für das Bundesgebiet geschehen.
","Die Vorsitzende des Ausschusses für Jugend, Familie, Frauen und Gesundheit hat mitgeteilt, daß der Ausschuß gemäß § 80 Abs. 3 Satz 2 der Geschäftsordnung von einer Berichterstattung zu nachstehenden Vorlagen absieht:   Drucksache 10/5627   Drucksache 11/1027   Die Vorsitzenden folgender Ausschüsse haben mitgeteilt, daß sie die nachstehenden EG-Vorlagen zur Kenntnis genommen bzw. von einer Beratung abgesehen haben:   Innenausschuß   Drucksache 11/2465 Nr. 2.1 Drucksachen 11/2580 Nr. 1 und 3   Ausschuß für Jugend, Familie, Frauen und Gesundheit Drucksache 11/1895 Nr. 2.37   Haushaltsausschuß   Drucksache 11/2266 Nr. 2.2 Drucksachen 11/2580 Nr. 7 und 8   Der Bundeskanzler der Bundesrepublik Deutschland hat mit Schreiben vom 3. August 1988 gemäß § 30 Absatz 4 des Bundesbahngesetzes den   Wirtschaftsplan nebst Stellenplan der Deutschen Bundesbahn für das Geschäftsjahr 1988   mit der Bitte um Kenntnisnahme übersandt.
","Ein Abdruck des Genehmigungserlasses ist dem Wirtschaftsplan und dem Stellenplan vorgeheftet.
 Die Unterlagen liegen im Parlamentsarchiv zur Einsicht aus.
",2,woman
83163,2019,"(Beifall bei Abgeordneten der FDP)
 Wir haben 200 000 Menschen gewonnen.
 Sie machten Deutschland zu ihrer Heimat, haben die deutsche Staatsbürgerschaft angenommen und beleben unsere jüdischen Gemeinden, die sie heute vielfach mitprägen und bereichern.
 Sie knüpfen so an eine reiche Tradition an, die Deutsche in der Vergangenheit einseitig und brutal zerstört hatten.
","Naturgemäß konnten die älteren jüdischen Zuwanderer, die teilweise jahrzehntelang in Staaten der Sowjetunion gearbeitet haben, in vergleichsweise wenigen Jahren nicht so viele Rentenversicherungsansprüche erarbeiten, dass es für sie für eine Rente über Grundsicherungsniveau reicht.
","Auf die äußerst geringen Rentenzahlungen, die sie im kommunistischen System erworben haben, welches bekanntermaßen implodiert ist, haben sie wegen ihrer Auswanderung oftmals keinen Anspruch.
 Sozialversicherungsabkommen mit den betreffenden früheren Staaten der Sowjetunion gibt es nicht.
 Mangels Anerkennung von Berufsausbildungen – ein Problem, mit dem wir uns noch immer plagen, wenn es um Zuwanderung geht – haben sie außerdem in Deutschland nicht unbedingt eine Arbeit finden können, die ihrem Qualifizierungsniveau entsprochen hat.
 Ihren Kindern und Enkelkindern geht es gut.
",2,migrant
45541,1997,"Die andere Kollegin war im Krankenhaus.
 Ich finde es ziemlich schändlich, eine solche Frage zu stellen und diesen beiden Frauen, von denen eine schwer krank war und die andere in Wehen lag, die Schuld daran zu geben, daß das Gesetz nicht durchgekommen ist, nur weil einige Frauen in der CDU/ CSU zu feige waren, ihr Gewissen sprechen zu lassen und die Koalitionsmehrheit in dieser Frage zu vereiteln.
 (Beifall beim BÜNDNIS 90/DIE GRÜNEN   und bei der PDS sowie bei Abgeordneten   der SPD)   Vizepräsidentin Dr. Antje Vollmer: Kurzintervention des Kollegen Geißler.
 (Wilhelm Schmidt [Salzgitter] [SPD]: Oberfrau Geißler!)
","Dr. Heiner Geißler (CDU/CSU): Frau Kollegin, ich wollte für die CDU/CSU-Bundestagsfraktion zu Ihrer Bemerkung zur Beschneidung von Mädchen und Frauen nur folgendes sagen: Solche Eingriffe bei Mädchen und Frauen sind - gleichgültig, ob das im Namen Allahs, eines Propheten oder in wessen Auftrag sonst geschieht - nach unserer Auffassung eine schwere Körperverletzung, die bestraft werden muß, und ein Verstoß gegen Art.
","2 des Grundgesetzes.
 Die Frau Ministerin hat in der von ihrem Haus herausgegebenen Broschüre auf nichts anderes hinge    Dr. Heiner Geißler   wiesen - als Warnung und Information für diejenigen, die beispielsweise in Arztpraxen mit dieser Problematik konfrontiert werden.
 (Beifall bei der CDU/CSU und der F.D.P.)
 Vizepräsidentin Dr. Antje Vollmer: Kurzintervention der Kollegin Schmidt.
",0,woman
53488,2005,"Deutscher Bundestag – 15.
 Wahlperiode – 164.
 Sitzung.
 Berlin, Freitag, den 11. März 2005 15377      (A) (C)      (B) (D)      Sabine Bätzing (SPD):   Herr Scheuer, ich bin nicht erstaunt, dass Sie das     Thema schon wieder ansprechen.
","Wir haben uns ja be reits oft im Ausschuss für Familie, Senioren, Frauen und  Jugend sowie im Ausschuss für Kultur und Medien da rüber unterhalten.
","Ich habe Ihnen immer gesagt – und   das ist auch heute wieder meine Antwort –, dass wir das   Jugendschutzgesetz evaluieren.
 (Zuruf von der CDU/CSU: Wie lange denn?)
 Dabei werden wir sehen, welche Entwicklungen es gibt.
 Wenn es dann erforderlich sein sollte, werden wir uns  vielleicht auch über solche Maßnahmen Gedanken ma chen.
",2,woman
41265,1992,"(Franz Müntefering [SPD]: Haben die leider   recht!)
 Wenn diese Regierung nicht umsteuert, wird es für die Arbeitnehmer noch schlimmer kommen.
 In Ostdeutschland existieren bestenfalls noch die Hälfte aller früheren Arbeitsplätze.
 Arbeitslos sind schon jetzt 1,34 Millionen Menschen.
","Über 1,5 Millionen Frauen und Männer sind in Kurzarbeit, Arbeitsbeschaffungsmaßnahmen oder Umschulungen.
","Sie sind ebenfalls von Arbeitslosigkeit bedroht, wenn diese Regierung so weitermacht.
 (Jochen Feilcke [CDU/CSU]: Aber ihr habt   von 4 Millionen Ende 1991 gesprochen!)
 In Westdeutschland haben wir nach wie vor Massenarbeitslosigkeit, 1,88 Millionen Menschen sind arbeitslos, darunter 144 000 Frauen und Männer, die im Januar — nur im Januar!
 — aus den Betrieben flogen.
",2,woman
44204,1996,"Ich denke, wenn wir bei der Halbzeit der Modelle sind, werden wir dann einmal darüber berichten.
 Vizepräsident Hans-Ulrich Klose: Ich rufe die Frage 38 der Kollegin Christel Hanewinckel auf:   Welche Maßnahmen hält die Bundesregierung für erforderlich, damit wohnungslose Frauen und Mädchen nicht länger gezwungen sind, sich der Gefahr sexueller Übergriffe von Freiern, bei denen sie Obdach suchen, oder von Männern in Gemeinschaftsunterkünften auszusetzen?
 Gertrud Dempwolf, Parl.
 Staatssekretärin bei der Bundesministerin für Familie, Senioren, Frauen und Jugend: Frau Kollegin Hanewinckel, auf Grund des zunehmenden Problems der Wohnungslosigkeit von Frauen ist es erforderlich, die frauenspezifischen Hilfsangebote zu verbessern.
","Die Bundesregierung hat das Problem im Rahmen des Modells „Hilfen für alleinstehende wohnungslose Frauen"" aufgegriffen, um innovative Ansätze zur Verbesserung des Hilfesystems für Frauen zu entwickeln und zu erproben.
","Im Rahmen des Modells werden Angebote der Beratung, der Betreuung sowie der Versorgung mit Wohnraum und Qualifikationshilfen berücksichtigt.
 Vizepräsident Hans-Ulrich Klose: Zusatzfrage.
 Christel Hanewinckel (SPD): Das heißt dann, wenn ich das einmal positiv deute, daß die Bundesregierung der Meinung ist, daß spezielle Beratungsstellen und auch spezielle Unterkünfte für obdachlose Frauen und Mädchen erforderlich sind.
 Sieht die Bundesregierung hier eine Verpflichtung, sich auch in Zukunft finanziell anders zu beteiligen als nur durch Modellprojekte?
",0,woman
21432,1983,"(Beifall bei der SPD und bei Abgeordneten   der GRÜNEN)  Herr Dr. George widerspricht sich dann aber neun Seiten später selbst, indem er gleichzeitig meint — das werden wir festhalten —, die Arbeitszeitverkürzung könne nicht kommen, weil nämlich die Arbeitnehmer nur begrenzt zu Lohnverzichten bereit und — man denke!
 — auch fähig seien.
 Da meint er sicherlich die Niedriglohngruppen.
 Wen anders sollte er da wohl meinen?
","In den Niedriglohngruppen sind ganz überwiegend die Frauen, mit ihren Handikaps in Ausbildung, kontinuierlicher Arbeit und Aufstieg.
","Sieht die Regierung nicht, daß genau an ihnen die neuen schleichenden Formen von Arbeitszeitverkürzung ausprobiert wer Deutscher Bundestag — 10.
 Wahlperiode — 20.
 Sitzung.
 Bonn, Freitag, den 9. September 1983	1373   Frau Huber   den, Jobsharing und kapazitätsorientierte Arbeitszeit?
",0,woman
41478,1992,"— Ich höre keinen Widerspruch.
 Dann sind die Überweisungen so beschlossen.
 Nunmehr rufe ich die Tagesordnungspunkte 5 a bis g, 10 und den Zusatzpunkt 5 auf.
 5.
","Abschließende Beratungen ohne Aussprache   a) Zweite und dritte Beratung des von der Bundesregierung eingebrachten Entwurfs eines Ersten Gesetzes zur Änderung des Mutterschutzgesetzes   —	Drucksache 12/1609 —   Beschlußempfehlung und Bericht des Ausschusses für Frauen und Jugend (14.
","Ausschuß)   —	Drucksache 12/2115 — Berichterstattung:   Abgeordnete Claudia Nolte Erika Simm   (Erste Beratung 64.
 Sitzung)   b) Beratung der Beschlußempfehlung des Haushaltsausschusses (8.
 Ausschuß) zu   6966	Deutscher Bundestag — 12.
 Wahlperiode — 85.
",2,woman
93677,1980,"Zeiten des Kriegsdienstes und der Kriegsgefangenschaft werden demgegenüber jedenfalls bei Versicherten, die regelmäßig einkommensgerechte Beiträge zur Rentenversicherung gezahlt haben, in aller Regel besser bewertet.
 Die Bundesregierung stimmt daher der sozialpolitischen Bewertung dieses Gesetzentwurfs, die der Verband der Heimkehrer mit Blick auf die Situation der ehemaligen Kriegsteilnehmer und Kriegsgefangenen in der Rentenversicherung vornimmt, nicht zu.
 Anlage 63   Antwort   des Parl.
 Staatssekretärs Buschfort auf die Schriftlichen Fragen der Abgeordneten Frau Dr. Wilms (CDU/CSU) (Drucksache 8/3792 Fragen B 67 und 68):   Inwieweit ist die Bundesregierung der Aufforderung des Bundesrates vom 22. Juni 1979 (Bundesratsdrucksache 248/79) nachgekommen zu prüfen, ob § 16 Abs. 2 der Arbeitszeitordnung vom 30. April 1938 sowie die Nummer 20 der Ausführungsverordnung zur Arbeitszeitordnung und die Ausführungsverordnung zum Jugendschutzgesetz vom 12. Dezember 1938, beide in der Fassung der Baupraktikantinnenverordnung vom 16. Februar 1960 (BGBl.
","I S. 81), zu ändern sind, um Frauen und Mädchen den Zugang zu anerkannten Ausbildungsberufen des Baugewerbes, auch im eigentlichen Baubereich zu eröffnen?
","Was hat die Bundesregierung bisher unternommen, um Schwierigkeiten abzubauen, die wegen bestehender anderer arbeitsschutzrechtlicher Bestimmungen die Ausbildung von Mädchen in gewerblich-technischen Berufen, im Rahmen der von Bund und Ländern getragenen Modellversuche, erschweren bzw. verhindern?
 Die Bundesregierung hat dem Bundesrat über ihre Prüfung am 19. Dezember 1979 berichtet und ihm zu den von Ihnen genannten Bestimmungen mitgeteilt, daß die beteiligten Arbeitgeberverbände und Gewerkschaften zur Frage der Änderung dieser Bestimmungen, d. h. des Verbots der Beschäftigung von Frauen auf Bauten, sehr gegensätzliche Standpunkte vertreten, daß sie sich jedoch darum bemüht, die gegensätzlichen Standpunkte einander anzunähern.
 Außerdem hat sie die Länder in ihrer Funktion als Aufsichtsbehörden aufgefordert, bei der Auslegung des Verbots die inzwischen eingetretene Entwicklung zu berücksichtigen und es auf bestimmte Bauberufe wie Elektroinstallateure, Maler und Lakkierer sowie Glaser nicht mehr anzuwenden (vgl. BR-Drucksache 645/79).
 In dem Bericht hat die Bundesregierung — dies beantwortet gleichzeitig Ihre weitere Frage — ferner ausgeführt, daß sie in den letzten Jahren nahezu 30 überholte Verordnungen des Frauenarbeitsschutzes überprüft und weitgehend aufgehoben hat.
",0,woman
47315,1998,"Aber, ehrlich gesagt: Das nimmt Ihnen niemand so ganz ab.
 (Beifall beim BÜNDNIS 90/DIE GRÜNEN   sowie bei Abgeordneten der SPD und der   PDS)   Denn das, was Sie gesagt haben, entspricht überhaupt nicht dem, was Ihre Fraktion und die von Ihnen gestellte Regierung bisher gemacht haben.
 Diese Regierung ist eben nicht ihrer globalen Verantwortung gerecht geworden.
 (Beifall beim BÜNDNIS 90/DIE GRÜNEN,   bei der SPD und der PDS)   Sie hat jämmerlich wenig zum Abbau des globalen Wohlstandsgefälles beigetragen.
","Die reichsten 20 Prozent der Weltbevölkerung besitzen immer noch 85 Prozent des Welteinkommens; 1,3 Milliarden Menschen in Entwicklungsländern leben immer noch unterhalb der Armutsgrenze; 70 Prozent davon sind Frauen.
","Ich werfe Ihnen vor, daß Ihre Politik aktiv zu einem dramatischen Akzeptanz- und Legitimationsverlust der Entwicklungspolitik und einer solidarisch-partnerschaftlichen Nord-Süd-Politik beigetragen hat.
 Ich will dies begründen.
 Erstens.
 CDU/CSU - Ihre CDU, Herr Schäuble - und F.D.P.
",0,woman
12114,2020,"Gibt es weitere Überweisungsvorschläge?
 – Das ist nicht der Fall.
 Dann verfahren wir wie vorgeschlagen.
 Ich rufe den Tagesordnungspunkt 18 auf:
","Beratung der Unterrichtung durch die Beauftragte der Bundesregierung für Migration, Flüchtlinge und Integration
","12.
 Bericht der Beauftragten der Bundesregierung für Migration, Flüchtlinge und Integration
 Deutschland kann Integration: Potenziale fördern, Integration fordern, Zusammenhalt stärken
 Drucksache 19/15740
",2,migrant
3459,1990,"Und genau da, Herr Kollege Dr. Möller, liegt in der Tat der Unterschied zwischen unseren Bemühungen, zwischen unserem Programm und den Forderungen der Sozialdemokraten.
 Vor allem die Entwicklung bei den Baugenehmigungen zeigt, daß wir auf dem richtigen Weg sind: Im ersten Halbjahr 1990 ergab sich bei den Baugenehmigungen im Wohnungsbau insgesamt ein Anstieg um mehr als 50 %, bei den Mehrfamilienhäusern sogar um mehr als 80 %.
 Wir sind auf dem besten Weg, das zweitbeste Ergebnis seit Mitte der 70er Jahre zu erreichen, und dies aus einer Situation heraus, die uns alle teilweise überrascht hat.
 (Widerspruch bei der SPD)   Denken Sie z.
","B. nur an den großen Zustrom der Aus- und Übersiedler.
","(Dr. Möller [CDU/CSU]: Das ist eine gute Erfolgsbilanz!
 — Conradi [SPD]: Sie arbeiten so   wie die Regierung Ryschkow!)
 Es hat sich aber nicht nur die Zahl der Baugenehmigungen positiv entwickelt.
 Auch die Zahl der Fertigstellungen ist bereits um mehr als 25 % gestiegen.
",2,migrant
11392,2015,"Ehrlich machen!)
 Wir haben im Grunde genommen ein modernes Einwanderungsrecht.
 Wir haben allerdings zugegebenerma ßen ein kompliziertes Rechtssystem, das für Unkundige   oft nur schwer durchschaubar ist.
 Aber wir haben in den   letzten Jahren immer wieder auf veränderte Bedürfnisse   – diese sind ja hier vielfach angesprochen worden – und   auch auf EU-rechtliche Vorgaben reagiert.
","Es liegt an der  Komplexität unseres Systems, dass zwischen der Zu wanderung aus Ländern der Europäischen Union, der   Einwanderung aus Drittstaaten, dem Familiennachzug   und dem Asylrecht unterschieden werden muss.
","Jede  dieser Zuwanderungsarten ist nach unserer Gesetzessys tematik eigenständig zu betrachten.
 Das ist im Grunde   genommen auch gut so.
 Für die Zuwanderung aus den Ländern der Europäi schen Union gilt das Freizügigkeitsgesetz.
 Hier haben  wir allenfalls das Problem der sogenannten Armutsmigration, das wir schon vor Monaten diskutiert haben.
",2,migrant
6875,2004,"Allerdings verdient die Art des Zustandekommens dieses Kompromisses und insbesondere das Ver fahren in der letzten Phase aus meiner Sicht erhebliche   Kritik.
 Das Gesetz ist der längst überfällige Einstieg in die   Gestaltung der Zuwanderung.
 Es öffnet Türen.
 Jedoch   haben zahlreiche Anliegen nicht nur unserer Partei,   sondern auch der deutschen Wirtschaft, von Kirchen   und Menschenrechtsorganisationen – aber auch der   Süssmuth-Kommission – keinen Eingang in das Gesetz   gefunden, weil die Union nicht bereit war, eine weiter   gehende Gestaltung der Zuwanderung mitzutragen.
","So scheiterte aufgrund des erbitterten Widerstandes  der Union die Einführung der demographischen Zuwanderung – und dies obwohl nicht nur die Süssmuth-Kom mission und die Rürup-Kommission, sondern selbst die  Herzog-Kommission und sogar die Zuwanderungskommission von Peter Müller festgestellt hatten, dass demographische Zuwanderung einen wichtigen Beitrag dar stellt, um die Sozialsysteme in Deutschland langfristig  zu sichern.
","Die wirtschaftliche und demographische Entwicklung der nächsten Jahre wird hier eine Weiterent wicklung notwendig machen.
 Ich werde mich deshalb  dafür einsetzen, dass die Einführung des Punktever fahrens und die weitere Lockerung und Aufhebung des   Anwerbestopps wieder auf die politische Tagesordnung   kommen.
 Auch zu der notwendigen konsequenten Integrations politik war die Union nicht bereit.
 Zwar erhalten künftig alle, die nach Deutschland ein wandern, einen Rechtsanspruch auf Integration.
",0,migrant
7627,2011,"Apropos Anhörung: Die Sachverständigen waren ja   ausgesprochen klar in ihren Aussagen.
 Leider hat die  Opposition offensichtlich nicht zugehört.
 Sie hätten et was lernen können über die Arbeitnehmerfreizügigkeit.
 Das IAB geht insgesamt von einem positiven Effekt für  unsere Wirtschaft aus.
","Die Geschichte der echten Ar beitsmigration zeigt uns, dass Zuwanderer aus den neuen   Mitgliedstaaten vor allem jung, gut ausgebildet und hoch  motiviert sein dürften.
","Genau solche Menschen brauchen wir in Deutschland, gerade wegen des Fachkräftemangels.
 Hierbei rechnet das IAB mit einer Nettozuwan derung zwischen 100 000 und 140 000 jährlich.
 Das   lindert den Fachkräftemangel ein bisschen, beseitigt ihn   aber keinesfalls.
 Vor allem wird diese Zahl aber nicht   unseren Arbeitsmarkt beschädigen.
",0,migrant
1356,1899,"63 und gebe das Wort dem Herrn Berichterstatter
 Prinz von Arenberg Abgeordneter Berichterstatter Meine Herren Tit
 63 bezieht sich auf das Konsulat Bahia
 Wie Sie aus den Erläuterungen ersehen sind für dieses Jahr eine Reihe von Konsulaten in Brasilien verlangt nämlich für Porto Alegre Sao Paolo Curitiba Desterro Florianopolis Bahia
","Diese Forderung hängt zusammen mit den Wünschen die im Vorjahre die Auswanderungskommission und im Anschluß daran auch der Reichstag formulirt hat betreffs der Fürsorge für die dortigen deutschen Ansiedler und namentlich auch für die Ansiedler in Südbrasilien
","Auf die Anfrage aus der Kommission hat der Vertreter des Auswärtigen Amtes erklärt bis jetzt sei die Answanderung nach den brasilianischen Häfen ganz minim
 Präsident Die Diskussion ist geschlossen da sich nie- 0 mand mehr zum Worte meldet
 Tit
 63 ist vom Hause angenommen
",2,migrant
4629,1993,"Die Alternative, als Kreis zusammen mit den Kommunen hier selbst initiativ zu werden und den Spekulationsgewinn in Form von notwendiger Sozialbetreuung zu reinvestieren, ist immer noch die Ausnahme — leider auch in meinem eigenen Heimatkreis.
 Das Zusammenführen von Ethnien in den Unterkünften, was die Verständigung und die Konfliktlösungen erheblich erleichtern würde, ist ebenfalls immer noch die Ausnahme, der Ruf nach Bonn um so einfacher.
 Wir sind uns einig, wir brauchen ein Zuwanderungsgesetz, um die Migration zu steuern, doch Verwertbares liegt zur Zeit nicht vor, von einer europäischen Harmonisierung ganz zu schweigen.
 Die Beamten waren zu sehr mit dem Fetisch Artikel 16a beschäftigt.
","Immer noch 7 % der Asylbewerber kommen aus dem NATO-Partnerland Türkei, und wir statten die Türkei weiterhin mit Rüstungsgegenständen aus, so als ob da kein innerer Zusammenhang bestehen   Deutscher Bundestag — 12.
","Wahlperiode — 160.
 Sitzung.
 Bonn, Mittwoch, den 26. Mai 1993	13661*   würde.
 Doch ein Grundrecht zu retuschieren ist halt einfacher als konsequente Rüstungsexportkontrolle.
",2,migrant
557,1907,"Ich fühle da vollkommen mit Ihnen und verstehe das durchaus
 Seien Sie überzeugt daß man das auch im Schutzgebiet voll und ganz würdigt und weiß daß es nicht leicht ist und daß es ein großes Geschenk und eine große Gnade ist welche damit dem Schutzgebiet gewährt wird
 Aber ich glaube man sollte jetzt nachdem alles glücklich überwunden ist das Werk dadurch krönen daß man in diesem letzten Punkte nicht kargt
 Denn gerade das sind jetzt die Mittel welche produktiv sind mit diesen Mitteln wird es möglich sein das Schutzgebiet wieder in den Sattel zu heben
","Sie werden sich wenn Sie hier jetzt freigebig sind die Dankbarkeit dieses Schutzgebiets welches von allen unseren Schutzgebieten über die bei weitem größte weiße Bevölkerung verfügt ewig sichern während wenn Sie jetzt nur zu einem Darlehen kämen doch ein gewisses Unbehagen ein gewisses Gefühl zurückbleiben würde als ob man die Wünsche und Sorgen der Ansiedler dort drüben nicht recht verRcichswg
","12
 Legisl
 -P 1
 Session
",2,migrant
10025,2016,"Wir können, glaube ich, festhalten,  dass wir alle das Ziel haben, den gesellschaftlichen Frie den in diesem Land zu schützen .
 (Beifall bei Abgeordneten der CDU/CSU)      Wir wollen, dass dieser Prozess gelingt .
 Wir werden die  Menschen, die zu uns kommen und hier bleiben, unterstützen .
 Auch wenn wir – das zeigt der vorliegende An trag – politisch anderer Meinung sind, haben wir alle das   gleiche Ziel .
","Die Geschichte des Einwanderungslandes   Deutschland hat gezeigt: Einwanderung hat unser Land   bereichert .
","Wir sind nicht nur kulturell gewachsen .
 Nein,  Einwanderer haben ihren maßgeblichen Anteil am Wirt schaftsstandort Deutschland geleistet .
 Sie haben von      Luise Amtsberg      Deutscher Bundestag – 18 .
 Wahlperiode – 158 .
",0,migrant
2752,1987,"(Dr. Olderog [CDU/CSU]: Es sind sogar noch   viel mehr!)
 —	Wenn es mehr sind, ist es mir sehr recht.
 Unsere Geschichte holt uns an dem Punkt wirklich ein, und ich denke, wir sollten davor nicht weglaufen.
 Im Gegenteil, wir möchten, daß mit Menschen, die nichts mit sich tragen oder nichts mitbringen können als ihr Gewissen und ihre politische und religiöse Überzeugung oder ihre sexuelle Orientierung — was auch immer —, menschlich umgegangen wird.
","Weniger als ein Prozent unserer Bevölkerung sind Asylbewerber und anerkannte Asylanten.
","Ich nenne nicht die Zahlen aus anderen Ländern.
 Vizepräsident Stücklen: Herr Abgeordneter, Sie haben Ihre Redezeit schon sehr überzogen.
 Schröer (Mülheim) (SPD): Ich bin sofort fertig, Herr Präsident.
 — Ich tue dies deshalb nicht, weil sie mehr zur Beunruhigung als zur Beruhigung der öffentlichen Diskussion beitragen würden.
",0,migrant
7769,2011,"– Ich habe gesagt: alles, was außerhalb des Bildungs und Teilhabepaketes zum Asylbewerberleistungsgesetz   von Ihnen gesagt worden ist.
 Dazu haben Sie auch noch   Worte gefunden.
 (Beate Müller-Gemmeke [BÜNDNIS 90/DIE   GRÜNEN]: Was will denn die FDP?
 – Markus   Kurth [BÜNDNIS 90/DIE GRÜNEN]: Was   sagen Sie denn zu den Flüchtlingskindern?)
","Ich möchte darauf hinweisen, dass das Asylbewerber leistungsgesetz Ergebnis eines großen Konsenses in der   Politik ist, den damals Oskar Lafontaine – damals noch   für die SPD – mit verhandelt hat.
","Insofern sollten Sie,  liebe Frau Hiller-Ohm, wenn Sie insgesamt so viel kriti sieren, auch kritisch zu sich selber sein und fragen: Was   haben Sie in Ihrer Regierungszeit gemacht?
 (Gabriele Hiller-Ohm [SPD]: Darum geht es   heute gar nicht!
 Es geht darum, dass wir das   ändern wollen!)
 Jetzt, liebe Frau Hiller-Ohm, geht es in der Tat um Ihren Antrag.
",0,migrant
12408,2018,"Ich will es noch einmal deutlich sagen, da von Ihnen Zuwanderung oder Wanderungsbewegungen immer als Angstmacher benutzt werden: Dies gehört auch zur deutschen Geschichte.
 Deutschland war immer auch Einwanderungsland.
 (Beifall bei der SPD und der LINKEN – Widerspruch bei der AfD)
 Deutschland war immer auch Auswanderungsland.
","Schauen Sie doch einmal in die Geschichte zurück: im 17. und 18. Jahrhundert die Zuwanderung der Hugenotten nach Preußen,
","(Dr. Alexander Gauland [AfD]: Kommen Sie nicht immer mit dem Zeug!)
 im Zuge der Industrialisierung des Ruhrgebietes die Zuwanderung polnischer Arbeitskräfte,
 (Dr. Alexander Gauland [AfD]: Das war aus demselben Kulturkreis, Herr Matschie!
 Das wissen Sie doch auch!)
",0,migrant
7904,2011,"Im Koalitionsvertrag zwischen CDU, CSU und FDP   findet sich die Vereinbarung, dass Integrationskurse   „quantitativ und qualitativ aufgewertet“ werden sollen.
 Auch im Nationalen Integrationsplan verpflichtete sich  der Bund dazu, das Angebot an Integrationskursen zeit nah und flächendeckend auszubauen.
 Tatsächlich ist  dies auch dringend notwendig.
 Doch statt der vollmun digen Beteuerungen und Ankündigungen gab es infolge  der unzureichenden Finanzausstattung des Integrations kurssystems im Jahr 2010 lange Wartelisten bei der   Zulassung zu einem Integrationskurs und zum Teil auch  einen Aufnahmestopp bei Personen ohne einen Rechts anspruch auf Teilnahme.
","Seit Januar 2011 ist der Besuch   eines Integrationskurses zwar wieder weitgehend ohne   Wartezeit möglich, doch sind die durch das Bundesamt   für Migration und Flüchtlinge, BAMF, ergriffenen und   von Sprachkursträgern kritisierten Sparmaßnahmen  immer noch wirksam.
","Dazu zählen insbesondere Einschränkungen bei der Fahrtkostenerstattung und Kinderbetreuung, bei Wiederholungsmöglichkeiten, Alpha betisierungs- und Teilzeitkursen.
 Wie bereits 2010 haben sich auch in diesem Jahr die  Bundesregierung und die Koalitionsfraktionen im Rah men der Haushaltsberatungen geweigert, ausreichende   Mittel für das Integrationskurssystem zur Verfügung zu   stellen.
 Wenig verwunderlich ist es also, wenn die Zahl  der Interessentinnen und Interessenten und der Teilneh menden infolge dieser Sparmaßnahmen zurückgeht.
 Im  Vergleich der Jahre 2009 und 2010 gab es einen Rück gang um 23,6 Prozent: Statt 116 052 begannen nur noch   88 629 Personen einen Integrationskurs.
",0,migrant
2196,1983,"Weltkrieges zwangsweise umgesiedelt.
 Sie leben jetzt vornehmlich in Kasachstan, dem asiatischen Teil der russischen Sowjetrepublik und in Kirgisien.
 Nach der letzten sowjetischen Volkszählung im Jahre 1979 betrug ihre Anzahl rund 2 Millionen.
 Nicht überprüfbaren kürzlichen Pressemeldungen zufolge hat ihre Zahl in den letzten Jahren zugenommen.
","Die rückläufige Entwicklung der Zahl deutscher Aussiedler aus der Sowjetunion erfüllt die Bundesregierung nach wie vor mit großer Sorge.
","Dieser Rückgang ist seit 1976 zu verzeichnen und hat sich seit 1981 verstärkt (Monatsdurchschnitte 1976: 809, 1977: 773, 1978: 705, 1979: 602, 1980: 580, 1981: 314, 1982: 172, 1. Januar bis 31. August 1983: 115 Aussiedler).
 Die Entwicklung ist eingetreten, obwohl wir das Problem in den letzten Jahren wiederholt mit großem Nachdruck gegenüber der sowjetischen Führungsspitze angesprochen haben.
 Der Haupteinwand der sowjetischen Seite, der Rückgang der Zahlen, sei natürlich, da die meisten Ausreisewilligen schon ausgereist seien, ist nicht stichhaltig.
 Beim Deutschen Roten Kreuz sind derzeit etwa 100 000 Ausreisewünsche erfaßt.
",2,migrant
